Lemme,POS,frequence
départir,VERB,1
refroidissement,NOUN,1
territorialise,VERB,1
différenter,VERB,1
centralisé,NOUN,1
négligence,NOUN,1
malversation,NOUN,1
frauduleux,ADJ,1
inactif,ADJ,1
code,ADJ,1
Garonne,PROPN,1
régie,NOUN,1
cultuel,ADJ,1
exonérée,NOUN,1
périmètre,ADJ,1
calédonie,NOUN,1
perfusion,NOUN,1
déterminisme,NOUN,1
oublient,NOUN,1
complexe,NOUN,1
souveraineter,VERB,1
sentier,NOUN,1
souviennent,NOUN,1
élargie,NOUN,1
partenair,ADJ,1
passif,NOUN,1
ambiguïter,VERB,1
Océanie,PROPN,1
déclinant,NOUN,1
vice-versa,NOUN,1
en,NOUN,1
co-construit,ADJ,1
négocier,NOUN,1
loyaliste,ADJ,1
exclusif,ADJ,1
franc,NOUN,1
référendaire,VERB,1
inexact,ADJ,1
forme,VERB,1
autonomiste,ADJ,1
import,ADJ,1
épais,ADJ,1
préjuger,NOUN,1
précis,VERB,1
Calédonienne,PROPN,1
Ensemble,PROPN,1
foisonner,VERB,1
caduc,VERB,1
évoquerai,NOUN,1
Pacifique,PROPN,1
routine,NOUN,1
irréversibilité,NOUN,1
coutumier,NOUN,1
détester,VERB,1
écrit,NOUN,1
discret,NOUN,1
circulariser,VERB,1
quatorzaine,PROPN,1
multilatérau,NOUN,1
province,NOUN,1
respecteron,NOUN,1
demandai,NOUN,1
satisfait,ADJ,1
hienghène,NOUN,1
Tiendanite,PROPN,1
coutumier,ADJ,1
pauvre,NOUN,1
Jean-Marie,PROPN,1
Lafleur,PROPN,1
user,ADJ,1
camoufler,VERB,1
provincial,ADJ,1
nihilo,ADJ,1
flnk,NOUN,1
décisif,ADJ,1
décisive,NOUN,1
transforme,NOUN,1
meurtrir,VERB,1
rebâtir,VERB,1
gouvernement,VERB,1
inégalé,ADJ,1
méritocratie,NOUN,1
méritant,NOUN,1
prédéterminer,VERB,1
accompagnent,NOUN,1
aller,NOUN,1
déconcentrer,ADJ,1
manager,NOUN,1
énoncer,VERB,1
féminisation,NOUN,1
primo-nomination,NOUN,1
fémininer,VERB,1
correspondent,NOUN,1
ergonomie,NOUN,1
franceconnect,VERB,1
identifiant,NOUN,1
redonne,NOUN,1
diverse,NOUN,1
performante,NOUN,1
managérial,ADJ,1
enfermement,NOUN,1
concréter,VERB,1
loyauté,NOUN,1
manigance,NOUN,1
essayent,NOUN,1
fusil,NOUN,1
épaul,ADJ,1
inspecteur,NOUN,1
iga,NOUN,1
enfermant,ADJ,1
accueillie,NOUN,1
comptable,NOUN,1
avancent,NOUN,1
Manuel,PROPN,1
Cazeneuve,PROPN,1
honnêteté,NOUN,1
progressif,NOUN,1
précipiter,VERB,1
couvre-,NOUN,1
franchisson,NOUN,1
fétichiste,NOUN,1
Luc,PROPN,1
théorie,NOUN,1
décaler,NOUN,1
Saint-Cirq-Lapopie,PROPN,1
elodie,NOUN,1
violent,NOUN,1
Peltier,PROPN,1
confidentialité,NOUN,1
pilonn,ADJ,1
âm,ADJ,1
singulière,NOUN,1
lanterne,NOUN,1
éprouvante,NOUN,1
appelle,NOUN,1
prolonger,NOUN,1
moduler,NOUN,1
SMA,PROPN,1
inscrit,ADJ,1
développant,NOUN,1
TPE,PROPN,1
agroalimentaire,NOUN,1
électronique,NOUN,1
intrant,NOUN,1
5G.,PROPN,1
impressionner,VERB,1
permettaient,NOUN,1
Elizabeth,PROPN,1
guide,NOUN,1
coordinateur,ADJ,1
-julie,NOUN,1
virale,NOUN,1
magie,NOUN,1
-elodie,NOUN,1
mutant,ADJ,1
sud,ADJ,1
génomique,ADJ,1
rapportent,NOUN,1
Vivendi,PROPN,1
maritime,PROPN,1
level,NOUN,1
playing,ADJ,1
field,ADJ,1
plaider,VERB,1
envisager,ADJ,1
bloquée,NOUN,1
Mme,PROPN,1
fête,ADJ,1
incliner,VERB,1
indicible,NOUN,1
répétitif,ADJ,1
contentieux,ADJ,1
issue,VERB,1
angulaire,ADJ,1
irriguer,VERB,1
incarcération,NOUN,1
travailleur,ADJ,1
réconciliation,NOUN,1
biomédicament,NOUN,1
Crolles,PROPN,1
fabrication,NOUN,1
ordinateur,NOUN,1
Aspect,PROPN,1
atout,NOUN,1
fondamentaler,VERB,1
Plein,PROPN,1
centrer,VERB,1
entrepôt,NOUN,1
Feyzin,PROPN,1
tact,NOUN,1
majoritaire,NOUN,1
non-signataire,ADJ,1
heur,ADJ,1
ravitaillement,NOUN,1
ras,NOUN,1
bol,NOUN,1
normaliser,VERB,1
You,PROPN,1
sous-jacent,ADJ,1
grandi,NOUN,1
trahirait,NOUN,1
responsable,VERB,1
CRA,PROPN,1
assassin,ADJ,1
présumé,NOUN,1
exaction,NOUN,1
victime,ADJ,1
suiv,ADJ,1
dégainer,VERB,1
contrevenir,VERB,1
mention,ADJ,1
Patrick,PROPN,1
Pouyanné,PROPN,1
réponser,VERB,1
croi,NOUN,1
horrifier,VERB,1
lier,NOUN,1
revenon,NOUN,1
paniquer,VERB,1
TER,PROPN,1
paralyser,VERB,1
foule,ADJ,1
tiron,NOUN,1
gloriole,NOUN,1
pan,NOUN,1
récolter,VERB,1
conduire,ADJ,1
joe,NOUN,1
entrav,ADJ,1
prospère,ADJ,1
radieux,ADJ,1
jeunesse,PROPN,1
lundi,VERB,1
dette,ADJ,1
conduction,NOUN,1
lpsp,NOUN,1
répéter,ADJ,1
saboter,VERB,1
multinationale,NOUN,1
Principauté,PROPN,1
andorre,NOUN,1
démarcation,NOUN,1
confondre,ADJ,1
disparater,VERB,1
spectacle,ADJ,1
envoyer,ADJ,1
plantation,NOUN,1
saccager,ADJ,1
lacérer,ADJ,1
plant,NOUN,1
salade,ADJ,1
arracher,ADJ,1
ferroviaire,NOUN,1
FNSEA,PROPN,1
remetton,NOUN,1
saint,NOUN,1
Soline,PROPN,1
bidon,NOUN,1
pétanque,NOUN,1
interdit,NOUN,1
tricolore,NOUN,1
outrance,NOUN,1
condamnable,ADJ,1
traîner,VERB,1
statuer,VERB,1
manifester,ADJ,1
pétanque,PROPN,1
éco-terroriste,NOUN,1
Soulèvement,PROPN,1
arracher,VERB,1
salade,NOUN,1
connaisseur,NOUN,1
senior,NOUN,1
agrégat,NOUN,1
individualité,NOUN,1
logo,NOUN,1
instauration,NOUN,1
communiquer,ADJ,1
corroborer,VERB,1
monde,VERB,1
indéterminé,ADJ,1
Oger,PROPN,1
fuiter,VERB,1
déficitaire,ADJ,1
eu,NOUN,1
réindustrialiser,VERB,1
Giorgia,PROPN,1
ferroutage,NOUN,1
transformatrice,NOUN,1
dégage,NOUN,1
reconvertir,VERB,1
recrer,VERB,1
éminemmer,VERB,1
registr,ADJ,1
abaissement,NOUN,1
accentuation,NOUN,1
ajout,NOUN,1
recharger,VERB,1
florissant,ADJ,1
Outre-Mer,PROPN,1
CANAL+,PROPN,1
Nunez,PROPN,1
équivalent,ADJ,1
artifice,NOUN,1
phénoménal,ADJ,1
vœu,ADJ,1
pieu,NOUN,1
symboliser,VERB,1
maintenir,NOUN,1
agi,ADJ,1
percuté,NOUN,1
mèn,ADJ,1
trompeur,ADJ,1
haÿ-les-rose,NOUN,1
voiture-bélier,NOUN,1
où,VERB,1
violenter,VERB,1
incendier,VERB,1
lâche,NOUN,1
idiot,NOUN,1
impressionnant,ADJ,1
jugeront,NOUN,1
casseur,NOUN,1
payeur,NOUN,1
cite,NOUN,1
parlementaire,VERB,1
peaufiner,VERB,1
rappelant,NOUN,1
Flochel,PROPN,1
prédisaient,ADJ,1
Bolloré,PROPN,1
auto-réalisatric,ADJ,1
lison,NOUN,1
parcimonie,NOUN,1
média,ADJ,1
journal,ADJ,1
actionnair,ADJ,1
prédiction,NOUN,1
homicide,NOUN,1
est-elle,NOUN,1
sociologique,ADJ,1
coulisse,VERB,1
sociologie,NOUN,1
multifactoriel,ADJ,1
approfondir,NOUN,1
piller,VERB,1
binaire,ADJ,1
vilipender,VERB,1
passation,NOUN,1
allotissement,NOUN,1
récupère,NOUN,1
déplafonner,VERB,1
epci,NOUN,1
tabac,NOUN,1
boulangerie,NOUN,1
adressez,NOUN,1
délai,PROPN,1
habiliter,VERB,1
vive,NOUN,1
dispatcher,ADJ,1
demi-heure,NOUN,1
spécialiste,ADJ,1
prive,VERB,1
typologie,NOUN,1
hyper,VERB,1
panade,NOUN,1
Saint-Gratien,PROPN,1
Oise,PROPN,1
contre-productif,ADJ,1
reconstruire,VERB,1
ras-le-bol,PROPN,1
antérieur,ADJ,1
angevin,NOUN,1
désir,NOUN,1
ruine,NOUN,1
institutionnaliser,VERB,1
frapp,ADJ,1
Haute-Garonne,PROPN,1
hautes-pyrénée,NOUN,1
Bouches,PROPN,1
haute-corse,NOUN,1
722,VERB,1
méditerranéen,ADJ,1
atlantique,ADJ,1
répéton,NOUN,1
Consensus,PROPN,1
courageux,NOUN,1
déborder,VERB,1
incapable,ADJ,1
cluster,VERB,1
éviter,ADJ,1
affabulation,NOUN,1
liberter,VERB,1
individualisme,NOUN,1
défenseur,NOUN,1
farouche,ADJ,1
accélérateur,ADJ,1
retourner,ADJ,1
boom,NOUN,1
surcroît,NOUN,1
notent,NOUN,1
hameau,NOUN,1
surpoids,NOUN,1
stand,NOUN,1
itinérant,ADJ,1
vaxibu,NOUN,1
duremer,VERB,1
aveugle,ADJ,1
transversal,ADJ,1
réforme,VERB,1
stratégique,NOUN,1
institut,ADJ,1
cercle,NOUN,1
vicieux,ADJ,1
bancaire,NOUN,1
remède,NOUN,1
européanisation,NOUN,1
acquéreur,NOUN,1
refuge,NOUN,1
broyage,NOUN,1
poussin,NOUN,1
mâle,ADJ,1
cohérent,VERB,1
delphinarium,NOUN,1
vison,NOUN,1
Bartholomé,PROPN,1
Blancquer,PROPN,1
piscine,ADJ,1
muser,VERB,1
flamb,ADJ,1
23h,ADJ,1
sauter,VERB,1
affectionner,VERB,1
décréter,VERB,1
immuable,ADJ,1
plusieur,NOUN,1
utiliseron,NOUN,1
victoria,NOUN,1
Koussa,PROPN,1
inspecter,VERB,1
approfondi,NOUN,1
tireron,NOUN,1
NSO,PROPN,1
Vérifier,PROPN,1
pégasu,NOUN,1
portable,ADJ,1
transparer,VERB,1
verdier,VERB,1
Verdier,PROPN,1
Hôpitaux,PROPN,1
chute,NOUN,1
11h30,PROPN,1
-10,ADJ,1
Tourisme,PROPN,1
continuaient,NOUN,1
promulguée,NOUN,1
séminair,ADJ,1
autosatisfaction,NOUN,1
outre-,PROPN,1
frappé,ADJ,1
reston,NOUN,1
bénéfici,ADJ,1
explose,NOUN,1
sauvegarder,VERB,1
Séminaire,PROPN,1
ressentent,NOUN,1
acuité,NOUN,1
qualifiant,ADJ,1
échelonner,VERB,1
2008,NOUN,1
2010,NOUN,1
chercher,NOUN,1
propreter,VERB,1
Café,PROPN,1
dériver,VERB,1
chômer,VERB,1
résilient,ADJ,1
opiniâtre,ADJ,1
porteron,NOUN,1
cèderer,VERB,1
isère,NOUN,1
paracétamol,NOUN,1
bis,ADJ,1
revue,NOUN,1
Bataclan,PROPN,1
lâche,ADJ,1
monstrueux,ADJ,1
juguler,VERB,1
Loi,PROPN,1
délaisser,VERB,1
informatiser,VERB,1
mettant,NOUN,1
renforcer,NOUN,1
procréation,NOUN,1
cotisant,NOUN,1
fabrique,NOUN,1
justifier,ADJ,1
-je,PROPN,1
réchauffemer,VERB,1
infléchir,VERB,1
Régionalement,PROPN,1
Paca,PROPN,1
méprendre,VERB,1
décroît,ADJ,1
trio,NOUN,1
dérouler,ADJ,1
salivaire,NOUN,1
me,VERB,1
réjouir,ADJ,1
assurer,ADJ,1
rave,NOUN,1
party,ADJ,1
Corlay,PROPN,1
circulent,NOUN,1
pragmatism,ADJ,1
intégralemer,VERB,1
ordonner,ADJ,1
global,NOUN,1
profonder,VERB,1
paternité,ADJ,1
liste,VERB,1
gouvernement.fr,VERB,1
onglet,NOUN,1
Saint-Barthélemy,PROPN,1
passant,NOUN,1
perturber,ADJ,1
inspect,ADJ,1
détacher,VERB,1
contre-indiqu,ADJ,1
länder,VERB,1
décharge,NOUN,1
länder,NOUN,1
Astra,PROPN,1
consomment,NOUN,1
Bécard,PROPN,1
barrer,VERB,1
marier,VERB,1
évènementiel,NOUN,1
rançon,NOUN,1
bicentenaire,NOUN,1
Napoléon,PROPN,1
échiquier,NOUN,1
controverser,VERB,1
lumineuse,NOUN,1
sud-africain,PROPN,1
produisaient,NOUN,1
litige,NOUN,1
Guernesey,PROPN,1
distanciel,NOUN,1
vivent,NOUN,1
dématérialiser,ADJ,1
entrave,VERB,1
durent,NOUN,1
sanctionner,ADJ,1
restera,NOUN,1
foire,ADJ,1
concentration,NOUN,1
brasserie,NOUN,1
propriétaire,ADJ,1
phaser,VERB,1
progressivement,NOUN,1
soumis,ADJ,1
assassiner,VERB,1
rambouillet,NOUN,1
votée,NOUN,1
260,NOUN,1
Béziers,PROPN,1
radical,VERB,1
cherch,ADJ,1
fou,ADJ,1
Pharos,PROPN,1
commencer,ADJ,1
concilier,VERB,1
régir,VERB,1
Pivet,PROPN,1
tele2,ADJ,1
tele2,VERB,1
instrument,ADJ,1
mica,NOUN,1
promouvoir,ADJ,1
psychiatrie,NOUN,1
Pantin,PROPN,1
détaillerai,NOUN,1
sm,NOUN,1
confidentiel,ADJ,1
Défense,PROPN,1
étendr,ADJ,1
URL,PROPN,1
tape,NOUN,1
décapitation,NOUN,1
avérée,NOUN,1
satellitaire,ADJ,1
brouillage,NOUN,1
irako,NOUN,1
syrien,NOUN,1
exogène,NOUN,1
meurtrier,ADJ,1
endogène,ADJ,1
attentat,ADJ,1
conforte,NOUN,1
elles-,VERB,1
ambiance,NOUN,1
terrifier,VERB,1
endeuill,ADJ,1
condamné,NOUN,1
conformé,NOUN,1
rodomontade,NOUN,1
délitement,NOUN,1
patrie,NOUN,1
horde,NOUN,1
véhicule,VERB,1
avérer,PROPN,1
confondre,NOUN,1
hasard,PROPN,1
quarteron,NOUN,1
insignifiant,ADJ,1
galop,NOUN,1
délibéré,NOUN,1
libeller,VERB,1
incessammer,VERB,1
législateur,NOUN,1
ajouter,PROPN,1
redécréter,VERB,1
exagérer,VERB,1
prématuré,ADJ,1
affront,NOUN,1
80,ADJ,1
trahison,NOUN,1
extrader,VERB,1
brigadiste,NOUN,1
orfraie,NOUN,1
plomb,NOUN,1
Cesare,PROPN,1
Battisti,PROPN,1
moquer,VERB,1
maculer,VERB,1
larme,NOUN,1
dumping,NOUN,1
cohérente,NOUN,1
concis,ADJ,1
essouffler,VERB,1
ba4,ADJ,1
ba5,NOUN,1
typique,ADJ,1
profiton,NOUN,1
profiteron,NOUN,1
geste,ADJ,1
caribéen,ADJ,1
sud-américain,ADJ,1
accorder,ADJ,1
dispos,ADJ,1
aquaculture,NOUN,1
soumettre,ADJ,1
tiendra,NOUN,1
suggestion,NOUN,1
porte-commentaire,VERB,1
analyste,NOUN,1
déterminé,NOUN,1
jean-luc,ADJ,1
bidouille,NOUN,1
bonus,VERB,1
polémique,ADJ,1
intègre,ADJ,1
déplaise,NOUN,1
catherine,NOUN,1
passe,NOUN,1
glacial,ADJ,1
humiliant,ADJ,1
AAH,PROPN,1
flou,VERB,1
verra,ADJ,1
exclusif,NOUN,1
opposable,ADJ,1
Faites,PROPN,1
organigramme,NOUN,1
intriguer,VERB,1
boulot,NOUN,1
dirai,ADJ,1
mécontentement,NOUN,1
réinvention,NOUN,1
inspirant,ADJ,1
satisfaisanter,VERB,1
remarquable,NOUN,1
insurger,VERB,1
Soyez,PROPN,1
éclipser,VERB,1
tissu,NOUN,1
intercommunalité,NOUN,1
amortisseur,NOUN,1
chiffrer,ADJ,1
facile,VERB,1
gaz,PROPN,1
arrondissement,NOUN,1
Saint-Georges,PROPN,1
Serbie,PROPN,1
Roanne,PROPN,1
huissier,NOUN,1
coutume,NOUN,1
Fontainebleau,PROPN,1
franco,ADJ,1
franco,PROPN,1
grévaier,VERB,1
magistral,ADJ,1
allemand,PROPN,1
or,VERB,1
primé,NOUN,1
coince,NOUN,1
besogne,NOUN,1
provient,ADJ,1
surfacture,NOUN,1
modération,NOUN,1
tombé,NOUN,1
Dosière,PROPN,1
capé,ADJ,1
mexicain,ADJ,1
prendrai,NOUN,1
Buzyn,PROPN,1
allumage,NOUN,1
soulever,ADJ,1
commenterai,ADJ,1
échéancier,NOUN,1
est-,VERB,1
gouverne,VERB,1
osai,ADJ,1
Blum,PROPN,1
populiste,ADJ,1
transformer,ADJ,1
tacite,VERB,1
pactiser,VERB,1
combatif,ADJ,1
Brétigny,PROPN,1
verdict,NOUN,1
convoi,NOUN,1
cruellemer,VERB,1
absolue,NOUN,1
absolu,NOUN,1
ayez,NOUN,1
mettion,NOUN,1
enr,NOUN,1
dépasse,NOUN,1
alcoolémie,NOUN,1
Germanwings,PROPN,1
alcool,NOUN,1
enclenche,VERB,1
grandissant,ADJ,1
signalé,NOUN,1
Office,PROPN,1
expliquez,NOUN,1
Downing,PROPN,1
Street,PROPN,1
commentair,ADJ,1
empaqueter,VERB,1
seule,NOUN,1
sixième,ADJ,1
Cherbourg,PROPN,1
retranscrire,NOUN,1
gérer,ADJ,1
racont,ADJ,1
Canaris,PROPN,1
féminin,ADJ,1
munir,ADJ,1
papa,NOUN,1
maman,NOUN,1
fiston,NOUN,1
dégouté,ADJ,1
Saint-Pétersbourg,PROPN,1
enjeu,ADJ,1
valide,NOUN,1
intangible,ADJ,1
FFF,PROPN,1
surpopulation,NOUN,1
concomitant,ADJ,1
D.,PROPN,1
obsession,NOUN,1
Bobigny,PROPN,1
élisa,NOUN,1
Bartholomey,PROPN,1
anglais,NOUN,1
racketter,VERB,1
régner,VERB,1
teasing,PROPN,1
malmener,VERB,1
caricatural,ADJ,1
cas-,NOUN,1
délocalisation,NOUN,1
célèbre,ADJ,1
calendes,NOUN,1
englober,VERB,1
significativement,NOUN,1
Runnacher,PROPN,1
intitulé,NOUN,1
pupitr,ADJ,1
étincelle,NOUN,1
dunkerquois,NOUN,1
riposte,NOUN,1
comprenon,NOUN,1
d'1,PROPN,1
pensionnaire,NOUN,1
désiraient,NOUN,1
âgée,NOUN,1
frustration,NOUN,1
météo,VERB,1
amortir,VERB,1
oeuvrer,VERB,1
Bio,PROPN,1
Haute,PROPN,1
Valeur,PROPN,1
Environnementale,PROPN,1
HVE,PROPN,1
agro,NOUN,1
chien,NOUN,1
Papin,PROPN,1
pès,ADJ,1
œuvré,ADJ,1
PAC,PROPN,1
Göteborg,PROPN,1
acidification,NOUN,1
eutrophisation,NOUN,1
ozone,NOUN,1
troposphérique,ADJ,1
dioxyde,NOUN,1
oxyde,NOUN,1
azote,NOUN,1
volatil,NOUN,1
ammoniac,ADJ,1
Environnement,PROPN,1
Anses,PROPN,1
agrément,NOUN,1
Newsbom,PROPN,1
Blumberg,PROPN,1
énergiquemer,VERB,1
espacement,NOUN,1
jugeraient,NOUN,1
prépublier,VERB,1
dramatisation,NOUN,1
bascule,NOUN,1
changeant,ADJ,1
plancher,PROPN,1
inexplicable,ADJ,1
Besançon,PROPN,1
repreneur,NOUN,1
lice,NOUN,1
Damparis,PROPN,1
kramer,NOUN,1
fructueux,ADJ,1
pse,NOUN,1
dissonant,ADJ,1
estudiano,NOUN,1
centrisme,NOUN,1
végétarien,ADJ,1
McFly,PROPN,1
carlito,VERB,1
concour,ADJ,1
décaler,ADJ,1
essor,PROPN,1
complotiste,ADJ,1
snobisme,NOUN,1
19h,NOUN,1
Twitch,PROPN,1
raté,NOUN,1
malheureux,ADJ,1
dramatique,NOUN,1
menacer,ADJ,1
francilien,ADJ,1
complément,ADJ,1
consulting,NOUN,1
opioïde,NOUN,1
mckinsey,NOUN,1
delaware,NOUN,1
consultant,NOUN,1
remporter,VERB,1
douze,PROPN,1
Lille,PROPN,1
Nantes,PROPN,1
agrandissement,NOUN,1
Roissy,PROPN,1
inviter,ADJ,1
séminaire,ADJ,1
gouvernementau,NOUN,1
consacron,NOUN,1
200,NOUN,1
après-demain,PROPN,1
nerf,NOUN,1
chute,VERB,1
àl',ADJ,1
mi-journée,NOUN,1
fouille,NOUN,1
extrait,NOUN,1
indisponible,ADJ,1
codification,NOUN,1
mi-2022,NOUN,1
hybrider,VERB,1
versant,NOUN,1
créatif,ADJ,1
Guingamp,PROPN,1
voilure,NOUN,1
Lebaron,PROPN,1
raccourcissement,NOUN,1
rigoureusemer,VERB,1
egypte,NOUN,1
Egypte,PROPN,1
postur,ADJ,1
assumée,NOUN,1
Égypte,PROPN,1
classifier,ADJ,1
flagrant,ADJ,1
rééchanger,VERB,1
guadeloupéen,NOUN,1
récalcitrant,ADJ,1
île,PROPN,1
le,PROPN,1
Tapie,PROPN,1
porte-,VERB,1
partisan,PROPN,1
lourd,VERB,1
porte-parolat,PROPN,1
rien,PROPN,1
x,NOUN,1
colèr,ADJ,1
acceptabilité,NOUN,1
satisfait,NOUN,1
Instant,PROPN,1
Pol,PROPN,1
Zénith,PROPN,1
géant,ADJ,1
salu,ADJ,1
sécurisant,ADJ,1
utiliser,ADJ,1
débute,NOUN,1
solde,NOUN,1
instable,ADJ,1
redémarrer,VERB,1
invite,NOUN,1
quotidienner,VERB,1
altruiste,NOUN,1
longueur,NOUN,1
formel,VERB,1
graver,VERB,1
marbre,NOUN,1
embrasser,VERB,1
hétérosexuel,NOUN,1
homosexuel,ADJ,1
amour,NOUN,1
porter,ADJ,1
enfant,ADJ,1
engageon,NOUN,1
harmoniser,VERB,1
divulgation,NOUN,1
raccourcir,ADJ,1
incontestable,ADJ,1
coprésidence,NOUN,1
franco-mexicain,ADJ,1
réunit,NOUN,1
dérobé,ADJ,1
dépassement,NOUN,1
polluant,NOUN,1
surprime,NOUN,1
artificialisation,NOUN,1
fendre,VERB,1
explicable,ADJ,1
contenue,NOUN,1
anticiper,PROPN,1
UK,PROPN,1
intrer,VERB,1
motrice,VERB,1
chancelière,NOUN,1
Merkel,PROPN,1
jugeon,NOUN,1
accepteraient,NOUN,1
catastrophiste,ADJ,1
retardement,NOUN,1
attestant,NOUN,1
château,NOUN,1
soir,ADJ,1
parti,ADJ,1
communiquer,PROPN,1
générique,ADJ,1
possibler,VERB,1
sous-financement,NOUN,1
hachée,NOUN,1
pacer,VERB,1
Douai,PROPN,1
Renault,PROPN,1
Envision,PROPN,1
Morgan,PROPN,1
insensé,ADJ,1
réas,PROPN,1
amenuiser,VERB,1
inconscient,ADJ,1
mèr,ADJ,1
Vacciner,PROPN,1
insulte,NOUN,1
menton,NOUN,1
gradé,NOUN,1
rejaillir,VERB,1
mortel,ADJ,1
million,VERB,1
trouvaient,NOUN,1
balayer,NOUN,1
rouen,NOUN,1
Axe,PROPN,1
conquérir,VERB,1
alsacien,NOUN,1
garde,ADJ,1
exacerber,VERB,1
entièreté,PROPN,1
spectr,ADJ,1
éradiquer,VERB,1
encourir,ADJ,1
étanche,NOUN,1
sexisme,NOUN,1
sexuel,NOUN,1
introduire,VERB,1
orgu,ADJ,1
catalyseur,NOUN,1
synergie,NOUN,1
7J/7,PROPN,1
indiquée,NOUN,1
positivemer,VERB,1
panthéon,NOUN,1
gisèl,ADJ,1
anticolonialiste,ADJ,1
Pieds-Noirs,PROPN,1
harki,PROPN,1
renoncement,NOUN,1
lesbien,ADJ,1
gay,ADJ,1
bi,PROPN,1
tran,NOUN,1
bataille,ADJ,1
dépénalisation,NOUN,1
homophobie,NOUN,1
salope,NOUN,1
démantelé,NOUN,1
Ofast,PROPN,1
perturber,NOUN,1
Arméniens,PROPN,1
haut-karabakh,NOUN,1
Kebbab,PROPN,1
ouvrier,ADJ,1
anecdotique,NOUN,1
courser,VERB,1
agissent,NOUN,1
délinquant,ADJ,1
trilogue,NOUN,1
Core,PROPN,1
Paire,PROPN,1
CBS,PROPN,1
cessation,NOUN,1
hostilité,NOUN,1
roquette,NOUN,1
footballistique,ADJ,1
Euro,PROPN,1
Benzema,PROPN,1
benzema,NOUN,1
deschamp,NOUN,1
sélectionneur,NOUN,1
insoumis,NOUN,1
inévitable,ADJ,1
dépolitiser,VERB,1
pluralité,NOUN,1
barbare,NOUN,1
désordre,NOUN,1
procédurier,ADJ,1
commençon,NOUN,1
grandir,VERB,1
sévit,NOUN,1
élimine,NOUN,1
réduit,NOUN,1
incomplet,ADJ,1
consolidé,ADJ,1
décision,ADJ,1
Malawi,PROPN,1
Zambie,PROPN,1
navigant,NOUN,1
touristique,NOUN,1
duper,VERB,1
naïf,NOUN,1
reçoivent,NOUN,1
prodigieux,ADJ,1
doctolib,NOUN,1
malus,NOUN,1
inactivité,NOUN,1
étatique,ADJ,1
Caisse,PROPN,1
mahorai,ADJ,1
insp,NOUN,1
DIESE,PROPN,1
mdph,NOUN,1
repérage,NOUN,1
impossible,NOUN,1
parfoi,ADJ,1
butoir,NOUN,1
Vigilance,PROPN,1
coache,NOUN,1
grosse,NOUN,1
carence,ADJ,1
vaccinable,ADJ,1
réinsister,VERB,1
testé,NOUN,1
lettr,ADJ,1
ComCor,PROPN,1
sur-risque,NOUN,1
amine,NOUN,1
Alaraby,PROPN,1
dignemer,VERB,1
errer,VERB,1
Grande-Synthe,PROPN,1
Irak,PROPN,1
kurdistan,NOUN,1
afghanistan,NOUN,1
migrante,ADJ,1
traversée,NOUN,1
noyade,NOUN,1
sauveteur,NOUN,1
Frontex,PROPN,1
guernesey,NOUN,1
17h,ADJ,1
proverbe,NOUN,1
danser,VERB,1
gougnafier,PROPN,1
Guarino,PROPN,1
Tribune,PROPN,1
denormandie,NOUN,1
assurantiel,ADJ,1
joindre,NOUN,1
Vatican,PROPN,1
laquestion,NOUN,1
mi-octobre,NOUN,1
diocèse,NOUN,1
renforcer,ADJ,1
transité,NOUN,1
greffer,VERB,1
racket,NOUN,1
pillage,NOUN,1
raid,NOUN,1
GIGN,PROPN,1
diffèr,ADJ,1
communer,VERB,1
antillais,NOUN,1
commune,VERB,1
CHU,PROPN,1
Syndicat,PROPN,1
clip,NOUN,1
midi,VERB,1
électorau,NOUN,1
serai,ADJ,1
évoquez,NOUN,1
charnière,NOUN,1
Sorbonne,PROPN,1
deal,ADJ,1
suivre,ADJ,1
green,NOUN,1
Fit,PROPN,1
for-55,NOUN,1
ingérable,ADJ,1
perd,NOUN,1
saisonnier,ADJ,1
restaient,ADJ,1
Golfe,PROPN,1
arabe,ADJ,1
saoudite,VERB,1
Liban,PROPN,1
pcr,NOUN,1
antigénique,VERB,1
boycott,NOUN,1
atypique,ADJ,1
complet,NOUN,1
chronologie,NOUN,1
accent,NOUN,1
maths,NOUN,1
garage,NOUN,1
socle,NOUN,1
sin,ADJ,1
esprit,VERB,1
malentendant,NOUN,1
Travail,PROPN,1
leasing,NOUN,1
annuel,VERB,1
Adoptés,PROPN,1
fidèlement,NOUN,1
correction,NOUN,1
post-émeute,ADJ,1
dégager,ADJ,1
chanterait,NOUN,1
leitmotiv,NOUN,1
rentrée,PROPN,1
lpfp,NOUN,1
modifier,NOUN,1
découvriron,NOUN,1
btp,NOUN,1
communister,VERB,1
tarir,ADJ,1
EPAD,PROPN,1
Aurore,PROPN,1
appelait,ADJ,1
rouleur,NOUN,1
chèque,VERB,1
exagéré,NOUN,1
petit,NOUN,1
reconnaît,NOUN,1
majeurissim,ADJ,1
néologisme,NOUN,1
Niamey,PROPN,1
putschiste,NOUN,1
Bazoum,PROPN,1
partiel,NOUN,1
fonctionnel,ADJ,1
redéploiement,NOUN,1
immobiliser,VERB,1
pqr,NOUN,1
podcast,PROPN,1
critiquait,NOUN,1
Marine,PROPN,1
Tondelier,PROPN,1
césar,NOUN,1
sensibilis,ADJ,1
interrompre,ADJ,1
gauchiste,ADJ,1
politisée,NOUN,1
advienn,ADJ,1
artisan,PROPN,1
classique,NOUN,1
activiste,NOUN,1
